Iteration,Subset_Size,Initial_Method,GuideTree_Method,RFFN,RFFP,SPFN,SPFP,Runtime,Replicate
4,200,clustalo,ft,0.0587,0.0606,0.1124,0.1048,1219,5
4,200,clustalo,ft,0.0702,0.0721,0.1458,0.1341,911,6
4,200,clustalo,ft,0.0712,0.0736,0.1109,0.0998,953,7
4,200,clustalo,ft,0.0637,0.0661,0.1603,0.1498,1055,8
4,200,clustalo,ft,0.0787,0.0801,0.1702,0.1544,1006,9
1,200,clustalo,ftnoml,0.2914,0.2918,0.2220,0.2060,410,0
1,200,clustalo,ftnoml,0.2816,0.2838,0.3425,0.3178,410,1
1,200,clustalo,ftnoml,0.3074,0.3088,0.3593,0.3134,462,2
1,200,clustalo,ftnoml,0.2743,0.2758,0.2210,0.2013,406,3
1,200,clustalo,ftnoml,0.3464,0.3483,0.4967,0.4428,348,4
1,200,clustalo,ftnoml,0.2834,0.2848,0.2424,0.2090,545,5
1,200,clustalo,ftnoml,0.3044,0.3058,0.3256,0.2893,389,6
1,200,clustalo,ftnoml,0.3176,0.3193,0.2643,0.2377,385,7
1,200,clustalo,ftnoml,0.3111,0.3128,0.3774,0.3360,481,8
1,200,clustalo,ftnoml,0.3163,0.3173,0.3792,0.3483,472,9
2,200,clustalo,ftnoml,0.1092,0.1096,0.1225,0.1167,635,0
2,200,clustalo,ftnoml,0.1230,0.1256,0.1696,0.1548,526,1
2,200,clustalo,ftnoml,0.1424,0.1441,0.1475,0.1366,568,2
2,200,clustalo,ftnoml,0.1344,0.1361,0.0973,0.0809,530,3
2,200,clustalo,ftnoml,0.2038,0.2062,0.2322,0.2171,452,4
2,200,clustalo,ftnoml,0.1068,0.1086,0.1215,0.1083,691,5
2,200,clustalo,ftnoml,0.1314,0.1331,0.1785,0.1662,499,6
2,200,clustalo,ftnoml,0.1310,0.1331,0.1367,0.1322,507,7
2,200,clustalo,ftnoml,0.1475,0.1496,0.2026,0.1881,589,8
2,200,clustalo,ftnoml,0.1449,0.1461,0.1763,0.1588,576,9
3,200,clustalo,ftnoml,0.0856,0.0861,0.1154,0.1103,715,0
3,200,clustalo,ftnoml,0.0843,0.0871,0.1676,0.1581,618,1
3,200,clustalo,ftnoml,0.0953,0.0971,0.1651,0.1543,650,2
3,200,clustalo,ftnoml,0.0963,0.0981,0.1060,0.0876,628,3
3,200,clustalo,ftnoml,0.1320,0.1346,0.1937,0.1670,540,4
3,200,clustalo,ftnoml,0.0868,0.0886,0.1130,0.1078,791,5
3,200,clustalo,ftnoml,0.0938,0.0956,0.1506,0.1375,591,6
3,200,clustalo,ftnoml,0.0998,0.1021,0.1232,0.1171,603,7
3,200,clustalo,ftnoml,0.0988,0.1011,0.1801,0.1653,673,8
3,200,clustalo,ftnoml,0.1033,0.1046,0.1843,0.1660,658,9
4,200,clustalo,ftnoml,0.0866,0.0871,0.1176,0.1101,793,0
4,200,clustalo,ftnoml,0.0879,0.0906,0.1646,0.1543,708,1
4,200,clustalo,ftnoml,0.0958,0.0976,0.1761,0.1599,730,2
4,200,clustalo,ftnoml,0.0943,0.0961,0.1021,0.0849,722,3
4,200,clustalo,ftnoml,0.1255,0.1281,0.1946,0.1812,628,4
4,200,clustalo,ftnoml,0.0812,0.0831,0.1217,0.1147,891,5
4,200,clustalo,ftnoml,0.0868,0.0886,0.1594,0.1428,683,6
4,200,clustalo,ftnoml,0.0958,0.0981,0.1158,0.1110,695,7
4,200,clustalo,ftnoml,0.0908,0.0931,0.1729,0.1536,759,8
4,200,clustalo,ftnoml,0.0907,0.0921,0.1501,0.1382,736,9
